id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
468;LOL;requests;1566464703.963213;-1.4131028652191162;https://www.imdb.com//title/tt4633694/;https://www.imdb.com//title/tt4633694/;241236;200;True;
469;LOL;requests;1566464706.09264;-1.0109491348266602;https://www.imdb.com//title/tt1954470/;https://www.imdb.com//title/tt1954470/;238246;200;True;
470;LOL;requests;1566464707.754605;-0.7550449371337891;https://www.imdb.com//title/tt0108052/;https://www.imdb.com//title/tt0108052/;223700;200;True;
471;LOL;requests;1566464709.25376;-0.9283928871154785;https://www.imdb.com//title/tt3170832/;https://www.imdb.com//title/tt3170832/;225411;200;True;
472;LOL;requests;1566464710.8859751;-0.7433557510375977;https://www.imdb.com//title/tt2267998/;https://www.imdb.com//title/tt2267998/;222864;200;True;
473;LOL;requests;1566464712.324818;-0.9628360271453857;https://www.imdb.com//title/tt0120815/;https://www.imdb.com//title/tt0120815/;225882;200;True;
474;LOL;requests;1566464713.987909;-0.7884340286254883;https://www.imdb.com//title/tt0107207/;https://www.imdb.com//title/tt0107207/;216135;200;True;
475;LOL;requests;1566464715.563603;-0.8831989765167236;https://www.imdb.com//title/tt1201607/;https://www.imdb.com//title/tt1201607/;225996;200;True;
476;LOL;requests;1566464717.2024372;-0.5772087574005127;https://www.imdb.com//title/tt0042876/;https://www.imdb.com//title/tt0042876/;211601;200;True;
477;LOL;requests;1566464718.467595;-0.9335098266601562;https://www.imdb.com//title/tt0169858/;https://www.imdb.com//title/tt0169858/;214884;200;True;
478;LOL;requests;1566464720.080014;-0.846992015838623;https://www.imdb.com//title/tt0266543/;https://www.imdb.com//title/tt0266543/;231420;200;True;
479;LOL;requests;1566464721.6315498;-1.0669660568237305;https://www.imdb.com//title/tt0027977/;https://www.imdb.com//title/tt0027977/;216094;200;True;
480;LOL;requests;1566464723.37692;-0.9680111408233643;https://www.imdb.com//title/tt0079470/;https://www.imdb.com//title/tt0079470/;222493;200;True;
481;LOL;requests;1566464725.0844622;-0.7045979499816895;https://www.imdb.com//title/tt0476735/;https://www.imdb.com//title/tt0476735/;204990;200;True;
482;LOL;requests;1566464726.458642;-0.6552088260650635;https://www.imdb.com//title/tt1255953/;https://www.imdb.com//title/tt1255953/;216308;200;True;
483;LOL;requests;1566464727.788324;-0.7609360218048096;https://www.imdb.com//title/tt0372784/;https://www.imdb.com//title/tt0372784/;228796;200;True;
484;LOL;requests;1566464729.255153;-0.7718141078948975;https://www.imdb.com//title/tt0266697/;https://www.imdb.com//title/tt0266697/;229432;200;True;
485;LOL;requests;1566464730.72989;-0.6689457893371582;https://www.imdb.com//title/tt0094625/;https://www.imdb.com//title/tt0094625/;220282;200;True;
486;LOL;requests;1566464732.106684;-1.1118838787078857;https://www.imdb.com//title/tt0089881/;https://www.imdb.com//title/tt0089881/;217169;200;True;
487;LOL;requests;1566464733.9143832;-0.7080037593841553;https://www.imdb.com//title/tt0062229/;https://www.imdb.com//title/tt0062229/;215675;200;True;
488;LOL;requests;1566464735.294104;-0.6251530647277832;https://www.imdb.com//title/tt0054215/;https://www.imdb.com//title/tt0054215/;231364;200;True;
489;LOL;requests;1566464736.6104581;-0.7347457408905029;https://www.imdb.com//title/tt0477348/;https://www.imdb.com//title/tt0477348/;229705;200;True;
490;LOL;requests;1566464738.094559;-0.6887760162353516;https://www.imdb.com//title/tt0032976/;https://www.imdb.com//title/tt0032976/;218859;200;True;
491;LOL;requests;1566464739.4989572;-0.54781174659729;https://www.imdb.com//title/tt1187043/;https://www.imdb.com//title/tt1187043/;240587;200;True;
492;LOL;requests;1566464740.6948822;-1.448267936706543;https://www.imdb.com//title/tt0083658/;https://www.imdb.com//title/tt0083658/;233058;200;True;
493;LOL;requests;1566464742.831531;-0.6874790191650391;https://www.imdb.com//title/tt0060107/;https://www.imdb.com//title/tt0060107/;217908;200;True;
494;LOL;requests;1566464744.149606;-0.5945730209350586;https://www.imdb.com//title/tt2758880/;https://www.imdb.com//title/tt2758880/;214048;200;True;
495;LOL;requests;1566464745.476327;-0.6076149940490723;https://www.imdb.com//title/tt0051201/;https://www.imdb.com//title/tt0051201/;211826;200;True;
496;LOL;requests;1566464746.764309;-0.5931689739227295;https://www.imdb.com//title/tt1028532/;https://www.imdb.com//title/tt1028532/;219669;200;True;
497;LOL;requests;1566464748.034376;-0.6576170921325684;https://www.imdb.com//title/tt0118715/;https://www.imdb.com//title/tt0118715/;229630;200;True;
498;LOL;requests;1566464749.379782;-0.9104149341583252;https://www.imdb.com//title/tt0112471/;https://www.imdb.com//title/tt0112471/;218146;200;True;
